"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"RHOA.RHOA"	"SLC39A1"	"NRAS"	"NRAS"	0.87885	"CAPZA1"	"DDOST"	"SDF4"	"DCTN1"	"RHOA"	"PPT1"	"UBQLN4"	"NAP1L5"	"MAP1A"	"NAP1L2"	"MGAT3"	"TRIP6"	"NDUFS5"	"SLC2A4RG"	"PPP2R2C"	"AKT1"	"AKT1"	"MTHFR"	"MTHFR"	"AKT1"	"TP53"	"IL6"	"ESR1"	"ESR1"	"EGFR"	"ARFGEF3"
"LAMTOR2"	"PRPF6"	"RHOA"	"SLC2A4RG"	0.800248466655824	"RER1"	"KDELR1"	"RER1"	"ADCY5"	"GNG5"	"ASRGL1"	"OLFML3"	"RND2"	"APOE"	"GPX1"	"ECSIT"	"TM7SF2"	"LAMB2"	"GNAZ"	"EFS"	"IL6"	"IL6"	"EGFR"	"VEGFA"	"TNF"	"ESR1"	"EGFR"	"EGFR"	"TGFB1"	"ESR1"	"RAB11FIP4"
"SLC2A4RG"	"RER1"	"TRAF7"	"RHOA"	0.745444625251953	"AK2"	"SLC39A1"	"RERE"	"RHOA"	"SLC2A4RG"	"TOM1L2"	"NMNAT2"	"SERINC1"	"SLC2A4RG"	"FAM199X"	"TMEM43"	"TSPO"	"TPPP"	"SORBS1"	"ZC3H7B"	"APOE"	"TGFB1"	"VEGFA"	"AKT1"	"APOE"	"MTHFR"	"TP53"	"AKT1"	"APOE"	"IL6"	"NCAM1"
"PSMB2"	"RAB11FIP4"	"LAMTOR2"	"PSMB2"	0.70375	"CDC42"	"SYDE1"	"PGD"	"PSMB2"	"PSMB2"	"EHD3"	"DCTN1"	"PYGB"	"ARHGDIB"	"UNC5A"	"LSM10"	"SLC39A1"	"POLR2J"	"REEP4"	"SULF2"	"VEGFA"	"ESR1"	"TGFB1"	"ESR1"	"TGFB1"	"TNF"	"ESR1"	"TNF"	"EGFR"	"MTHFR"	"NCAM2"
"MAPKAPK2"	"DZIP3"	"GNG5"	"MAPKAPK2"	0.67580789815048	"NFKBIL1"	"DAP"	"SRM"	"KIF3A"	"RGS19"	"UBQLN4"	"BCL2L2"	"DCAKD"	"SH3BGRL3"	"TSPAN11"	"ETHE1"	"IQSEC2"	"MAST1"	"EBF4"	"MAGEH1"	"TP53"	"VEGFA"	"APOE"	"EGFR"	"IL6"	"AKT1"	"AKT1"	"APOE"	"IL6"	"VEGFA"	"KIF5C"
"PRPF6"	"DDOST"	"RPA2"	"TRAF7"	0.585444444444445	"DDOST"	"RAB11FIP4"	"MAD2L2"	"PRPF6"	"TRAF7"	"GDAP1"	"PWP1"	"EFS"	"AGTRAP"	"TMEM54"	"MAST1"	"APC2"	"PPP2R2C"	"TMEM43"	"MRPS15"	"MTHFR"	"MTHFR"	"TNF"	"TP53"	"TP53"	"EGFR"	"MTHFR"	"TGFB1"	"MTHFR"	"TP53"	"ADCY5"
"RPA2"	"CASKIN2"	"SLC2A4RG"	"HEY1"	0.594928207752313	"ASIC1"	"PFN1"	"AGTRAP"	"GNAO1"	"MAPKAPK2"	"RUVBL2"	"RGS19"	"HES6"	"TFCP2"	"CD99L2"	"PGD"	"AKR1A1"	"RGS19"	"SDF4"	"DNER"	"TNF"	"APOE"	"TP53"	"IL6"	"ESR1"	"VEGFA"	"TNF"	"MTHFR"	"AKT1"	"TNF"	"TOM1L2"
"DCTN1"	"SOX2"	"RGS19"	"RGS19"	0.553357142857143	"PTGES3P1"	"EIF3I"	"SZRD1"	"HLF"	"NRAS"	"CTIF"	"SYNGR1"	"MOB1A"	"BCL2L2"	"PRPF6"	"CCSER2"	"B4GALNT4"	"TRIP6"	"PTGES3P1"	"POLR2J"	"TGFB1"	"TP53"	"IL6"	"TNF"	"EGFR"	"TGFB1"	"TGFB1"	"IL6"	"TP53"	"TGFB1"	"NAV1"
"GNG5"	"TOM1L2"	"PRPF6"	"RPA2"	0.567652829246633	"MAGEH1"	"PTGES3P1"	"MRTO4"	"APBB1"	"PRPF6"	"TSPAN11"	"RABAC1"	"GRIPAP1"	"SZRD1"	"PCBP4"	"DDOST"	"AKR7A2"	"LCAT"	"MRPS15"	"ADCY5"	"ESR1"	"TNF"	"ESR1"	"TGFB1"	"VEGFA"	"APOE"	"VEGFA"	"VEGFA"	"TNF"	"AKT1"	"KIF13A"
"APBB1"	"ARFGEF3"	"MAPKAPK2"	"LAMTOR2"	0.516818883378183	"SNX7"	"ATP6V0A1"	"AKR7A2"	"SLC2A4RG"	"DCTN1"	"JPH3"	"GPR158"	"SULF2"	"CCSER2"	"TM7SF2"	"PNMA3"	"MRPS15"	"PSD"	"RCOR2"	"PEF1"	"EGFR"	"EGFR"	"AKT1"	"APOE"	"MTHFR"	"IL6"	"APOE"	"TP53"	"VEGFA"	"APOE"	"CDC42"
