"x"
"1"	"scc"
"2"	"STN"
"3"	"STN"
"4"	"scc"
"5"	"scc"
"6"	"STN"
"7"	"scc"
"8"	"STN"
"9"	"adeno"
"10"	"STN"
"11"	"adeno"
"12"	"STN"
"13"	"STN"
"14"	"adeno"
"15"	"adeno"
"16"	"adeno"
"17"	"STN"
"18"	"adeno"
"19"	"STN"
"20"	"STN"
"21"	"adeno"
"22"	"adeno"
"23"	"adeno"
"24"	"STN"
"25"	"adeno"
"26"	"STN"
"27"	"adeno"
"28"	"STN"
"29"	"adeno"
"30"	"STN"
"31"	"STN"
"32"	"adeno"
"33"	"adeno"
"34"	"adeno"
"35"	"STN"
"36"	"adeno"
"37"	"adeno"
"38"	"STN"
"39"	"STN"
"40"	"adeno"
"41"	"STN"
"42"	"adeno"
"43"	"adeno"
"44"	"STN"
"45"	"STN"
"46"	"adeno"
"47"	"adeno"
"48"	"STN"
"49"	"scc"
"50"	"scc"
"51"	"scc"
"52"	"scc"
"53"	"scc"
"54"	"scc"
"55"	"scc"
"56"	"scc"
"57"	"scc"
"58"	"scc"
"59"	"scc"
"60"	"scc"
"61"	"scc"
"62"	"scc"
"63"	"scc"
"64"	"scc"
"65"	"scc"
"66"	"scc"
"67"	"scc"
"68"	"scc"
"69"	"scc"
"70"	"scc"
"71"	"scc"
"72"	"scc"
"73"	"scc"
"74"	"scc"
"75"	"scc"
"76"	"scc"
"77"	"scc"
"78"	"scc"
"79"	"scc"
"80"	"scc"
"81"	"scc"
"82"	"scc"
"83"	"scc"
"84"	"scc"
"85"	"scc"
"86"	"scc"
"87"	"scc"
"88"	"scc"
"89"	"scc"
"90"	"scc"
"91"	"scc"
"92"	"scc"
"93"	"scc"
"94"	"scc"
"95"	"scc"
"96"	"scc"
"97"	"scc"
"98"	"scc"
"99"	"scc"
"100"	"scc"
"101"	"scc"
"102"	"scc"
"103"	"scc"
"104"	"scc"
"105"	"scc"
"106"	"scc"
"107"	"scc"
"108"	"scc"
"109"	"adeno"
"110"	"adeno"
"111"	"adeno"
"112"	"adeno"
"113"	"adeno"
"114"	"adeno"
"115"	"adeno"
"116"	"adeno"
"117"	"adeno"
"118"	"adeno"
"119"	"adeno"
"120"	"adeno"
"121"	"adeno"
"122"	"adeno"
"123"	"adeno"
"124"	"adeno"
"125"	"adeno"
"126"	"adeno"
"127"	"adeno"
"128"	"adeno"
"129"	"adeno"
"130"	"adeno"
"131"	"adeno"
"132"	"adeno"
"133"	"adeno"
"134"	"adeno"
"135"	"adeno"
"136"	"adeno"
"137"	"adeno"
"138"	"adeno"
"139"	"adeno"
"140"	"adeno"
"141"	"adeno"
"142"	"adeno"
"143"	"adeno"
"144"	"adeno"
"145"	"adeno"
"146"	"adeno"
"147"	"adeno"
"148"	"adeno"
"149"	"adeno"
"150"	"adeno"
"151"	"STN"
"152"	"STN"
"153"	"STN"
"154"	"adeno"
"155"	"STN"
"156"	"adeno"
"157"	"STN"
"158"	"adeno"
"159"	"STN"
"160"	"adeno"
"161"	"STN"
"162"	"STN"
"163"	"adeno"
"164"	"adeno"
"165"	"STN"
"166"	"STN"
"167"	"adeno"
"168"	"adeno"
"169"	"STN"
"170"	"adeno"
"171"	"STN"
"172"	"adeno"
"173"	"STN"
"174"	"adeno"
"175"	"STN"
"176"	"STN"
"177"	"adeno"
"178"	"STN"
"179"	"adeno"
"180"	"adeno"
"181"	"STN"
"182"	"adeno"
"183"	"STN"
"184"	"STN"
"185"	"STN"
"186"	"adeno"
"187"	"adeno"
"188"	"STN"
"189"	"adeno"
"190"	"STN"
"191"	"adeno"
"192"	"STN"
"193"	"adeno"
"194"	"STN"
"195"	"STN"
"196"	"adeno"
"197"	"adeno"
"198"	"STN"
"199"	"STN"
"200"	"adeno"
"201"	"adeno"
"202"	"STN"
"203"	"STN"
"204"	"adeno"
"205"	"adeno"
"206"	"STN"
"207"	"adeno"
"208"	"STN"
"209"	"STN"
"210"	"adeno"
"211"	"adeno"
"212"	"STN"
"213"	"STN"
"214"	"adeno"
"215"	"adeno"
"216"	"STN"
"217"	"scc"
"218"	"STN"
"219"	"scc"
"220"	"STN"
"221"	"adeno"
"222"	"STN"
"223"	"STN"
"224"	"STN"
"225"	"adeno"
"226"	"adeno"
"227"	"STN"
"228"	"adeno"
"229"	"STN"
"230"	"STN"
"231"	"adeno"
"232"	"scc"
"233"	"scc"
"234"	"scc"
"235"	"scc"
"236"	"scc"
"237"	"scc"
"238"	"scc"
"239"	"scc"
"240"	"scc"
"241"	"scc"
"242"	"scc"
"243"	"scc"
"244"	"scc"
"245"	"scc"
"246"	"scc"
"247"	"scc"
"248"	"scc"
"249"	"scc"
"250"	"scc"
"251"	"scc"
"252"	"scc"
"253"	"scc"
"254"	"scc"
"255"	"scc"
"256"	"scc"
"257"	"scc"
"258"	"scc"
"259"	"scc"
"260"	"scc"
"261"	"scc"
"262"	"scc"
"263"	"scc"
"264"	"scc"
