"x"
"1"	"PT"
"2"	"STN"
"3"	"STN"
"4"	"PT"
"5"	"STN"
"6"	"STN"
"7"	"PT"
"8"	"STN"
"9"	"PT"
"10"	"STN"
"11"	"PT"
"12"	"STN"
"13"	"PT"
"14"	"STN"
"15"	"PT"
"16"	"PT"
"17"	"STN"
"18"	"PT"
"19"	"STN"
"20"	"PT"
"21"	"STN"
"22"	"STN"
"23"	"PT"
"24"	"PT"
"25"	"STN"
"26"	"PT"
"27"	"STN"
"28"	"STN"
"29"	"PT"
"30"	"PT"
"31"	"STN"
"32"	"STN"
"33"	"PT"
"34"	"STN"
"35"	"PT"
"36"	"PT"
"37"	"STN"
"38"	"STN"
"39"	"PT"
"40"	"STN"
"41"	"PT"
"42"	"STN"
"43"	"PT"
"44"	"STN"
"45"	"PT"
"46"	"PT"
"47"	"PT"
"48"	"PT"
"49"	"PT"
"50"	"PT"
"51"	"PT"
"52"	"PT"
"53"	"PT"
"54"	"PT"
"55"	"PT"
"56"	"PT"
"57"	"PT"
"58"	"PT"
"59"	"PT"
"60"	"PT"
"61"	"PT"
"62"	"PT"
"63"	"PT"
"64"	"PT"
"65"	"PT"
"66"	"PT"
"67"	"PT"
"68"	"PT"
"69"	"PT"
"70"	"PT"
"71"	"PT"
"72"	"PT"
"73"	"PT"
"74"	"PT"
"75"	"PT"
"76"	"PT"
"77"	"PT"
"78"	"PT"
"79"	"PT"
"80"	"PT"
"81"	"PT"
"82"	"PT"
"83"	"PT"
"84"	"PT"
"85"	"PT"
"86"	"PT"
"87"	"PT"
"88"	"PT"
"89"	"PT"
"90"	"PT"
"91"	"PT"
"92"	"PT"
"93"	"STN"
"94"	"STN"
"95"	"STN"
"96"	"PT"
"97"	"STN"
"98"	"PT"
"99"	"STN"
"100"	"PT"
"101"	"STN"
"102"	"PT"
"103"	"STN"
"104"	"STN"
"105"	"PT"
"106"	"PT"
"107"	"STN"
"108"	"STN"
"109"	"PT"
"110"	"PT"
"111"	"STN"
"112"	"PT"
"113"	"STN"
"114"	"PT"
"115"	"STN"
"116"	"PT"
"117"	"STN"
"118"	"STN"
"119"	"PT"
"120"	"STN"
"121"	"PT"
"122"	"PT"
"123"	"STN"
"124"	"PT"
"125"	"STN"
"126"	"STN"
"127"	"STN"
"128"	"PT"
"129"	"PT"
"130"	"STN"
"131"	"PT"
"132"	"PT"
"133"	"PT"
"134"	"PT"
"135"	"PT"
"136"	"STN"
"137"	"PT"
"138"	"STN"
"139"	"PT"
"140"	"STN"
"141"	"STN"
"142"	"PT"
"143"	"PT"
"144"	"STN"
"145"	"STN"
"146"	"PT"
"147"	"STN"
"148"	"PT"
"149"	"STN"
"150"	"PT"
"151"	"PT"
"152"	"STN"
"153"	"PT"
"154"	"STN"
"155"	"STN"
"156"	"PT"
"157"	"PT"
"158"	"STN"
"159"	"PT"
"160"	"STN"
"161"	"PT"
"162"	"STN"
"163"	"STN"
"164"	"PT"
"165"	"STN"
"166"	"PT"
"167"	"STN"
"168"	"PT"
"169"	"PT"
"170"	"STN"
"171"	"STN"
"172"	"PT"
"173"	"PT"
"174"	"STN"
"175"	"PT"
"176"	"STN"
"177"	"PT"
"178"	"STN"
"179"	"PT"
"180"	"STN"
"181"	"PT"
"182"	"PT"
"183"	"PT"
"184"	"PT"
"185"	"PT"
"186"	"PT"
"187"	"PT"
"188"	"PT"
"189"	"PT"
"190"	"PT"
"191"	"PT"
"192"	"PT"
"193"	"PT"
"194"	"PT"
"195"	"PT"
"196"	"PT"
"197"	"PT"
"198"	"PT"
"199"	"PT"
"200"	"PT"
"201"	"PT"
"202"	"PT"
"203"	"PT"
"204"	"PT"
"205"	"PT"
"206"	"PT"
"207"	"PT"
"208"	"PT"
"209"	"PT"
"210"	"PT"
"211"	"PT"
"212"	"PT"
"213"	"PT"
"214"	"PT"
"215"	"PT"
"216"	"PT"
"217"	"PT"
"218"	"PT"
"219"	"PT"
"220"	"PT"
"221"	"PT"
"222"	"PT"
"223"	"PT"
"224"	"PT"
"225"	"PT"
"226"	"PT"
"227"	"PT"
"228"	"STN"
"229"	"PT"
"230"	"STN"
"231"	"PT"
"232"	"PT"
"233"	"STN"
"234"	"STN"
"235"	"PT"
"236"	"STN"
"237"	"STN"
"238"	"PT"
"239"	"PT"
"240"	"STN"
"241"	"STN"
"242"	"PT"
"243"	"STN"
"244"	"PT"
"245"	"STN"
"246"	"PT"
"247"	"PT"
"248"	"STN"
"249"	"STN"
"250"	"PT"
"251"	"STN"
"252"	"STN"
"253"	"PT"
"254"	"PT"
"255"	"STN"
"256"	"STN"
"257"	"PT"
"258"	"STN"
"259"	"STN"
"260"	"STN"
"261"	"PT"
"262"	"STN"
"263"	"PT"
"264"	"PT"
"265"	"STN"
"266"	"PT"
"267"	"PT"
"268"	"PT"
"269"	"PT"
"270"	"STN"
"271"	"PT"
"272"	"STN"
"273"	"PT"
"274"	"STN"
"275"	"STN"
"276"	"PT"
"277"	"STN"
"278"	"PT"
"279"	"STN"
"280"	"PT"
"281"	"STN"
"282"	"PT"
"283"	"PT"
"284"	"STN"
"285"	"STN"
"286"	"PT"
"287"	"PT"
"288"	"STN"
"289"	"STN"
"290"	"PT"
"291"	"PT"
"292"	"STN"
"293"	"PT"
"294"	"STN"
"295"	"STN"
"296"	"PT"
"297"	"STN"
"298"	"PT"
"299"	"PT"
"300"	"STN"
"301"	"PT"
"302"	"STN"
"303"	"PT"
"304"	"STN"
"305"	"STN"
"306"	"PT"
"307"	"STN"
"308"	"PT"
"309"	"STN"
"310"	"PT"
"311"	"PT"
"312"	"STN"
"313"	"STN"
"314"	"PT"
"315"	"PT"
"316"	"PT"
"317"	"PT"
"318"	"PT"
"319"	"PT"
"320"	"PT"
"321"	"PT"
"322"	"PT"
"323"	"PT"
"324"	"PT"
"325"	"PT"
"326"	"PT"
"327"	"PT"
"328"	"PT"
"329"	"PT"
"330"	"PT"
"331"	"PT"
"332"	"PT"
"333"	"PT"
"334"	"PT"
"335"	"PT"
"336"	"PT"
"337"	"PT"
"338"	"PT"
"339"	"PT"
"340"	"PT"
"341"	"PT"
"342"	"PT"
"343"	"PT"
"344"	"PT"
"345"	"PT"
"346"	"PT"
"347"	"PT"
"348"	"PT"
"349"	"PT"
"350"	"PT"
"351"	"PT"
"352"	"PT"
"353"	"PT"
"354"	"PT"
"355"	"PT"
"356"	"PT"
"357"	"PT"
"358"	"PT"
"359"	"PT"
"360"	"PT"
"361"	"STN"
"362"	"STN"
"363"	"PT"
"364"	"STN"
"365"	"PT"
"366"	"STN"
"367"	"PT"
"368"	"STN"
"369"	"PT"
"370"	"STN"
"371"	"PT"
"372"	"STN"
"373"	"STN"
"374"	"PT"
"375"	"STN"
"376"	"PT"
"377"	"PT"
"378"	"STN"
"379"	"STN"
"380"	"PT"
"381"	"PT"
"382"	"STN"
"383"	"PT"
"384"	"STN"
"385"	"PT"
"386"	"STN"
"387"	"PT"
"388"	"STN"
"389"	"STN"
"390"	"PT"
"391"	"STN"
"392"	"STN"
"393"	"STN"
"394"	"STN"
"395"	"PT"
"396"	"STN"
"397"	"PT"
"398"	"PT"
"399"	"PT"
"400"	"PT"
"401"	"PT"
"402"	"PT"
"403"	"STN"
"404"	"PT"
"405"	"STN"
"406"	"PT"
"407"	"STN"
"408"	"PT"
"409"	"STN"
"410"	"PT"
"411"	"STN"
"412"	"PT"
"413"	"STN"
"414"	"PT"
"415"	"STN"
"416"	"PT"
"417"	"PT"
"418"	"STN"
"419"	"PT"
"420"	"STN"
"421"	"STN"
"422"	"PT"
"423"	"STN"
"424"	"PT"
"425"	"PT"
"426"	"STN"
"427"	"STN"
"428"	"PT"
"429"	"STN"
"430"	"PT"
"431"	"STN"
"432"	"PT"
"433"	"PT"
"434"	"STN"
"435"	"STN"
"436"	"PT"
"437"	"PT"
"438"	"STN"
"439"	"PT"
"440"	"STN"
"441"	"PT"
"442"	"STN"
"443"	"PT"
"444"	"STN"
"445"	"PT"
"446"	"PT"
"447"	"PT"
"448"	"PT"
"449"	"PT"
"450"	"PT"
"451"	"PT"
"452"	"PT"
"453"	"PT"
"454"	"PT"
"455"	"PT"
"456"	"PT"
"457"	"PT"
"458"	"PT"
"459"	"PT"
"460"	"PT"
"461"	"PT"
"462"	"PT"
"463"	"PT"
"464"	"PT"
"465"	"PT"
"466"	"PT"
"467"	"PT"
"468"	"PT"
"469"	"PT"
"470"	"PT"
"471"	"PT"
"472"	"PT"
"473"	"PT"
"474"	"PT"
"475"	"PT"
"476"	"PT"
"477"	"PT"
"478"	"PT"
"479"	"PT"
"480"	"PT"
"481"	"PT"
"482"	"PT"
"483"	"PT"
"484"	"PT"
"485"	"PT"
"486"	"PT"
"487"	"STN"
"488"	"PT"
"489"	"PT"
"490"	"STN"
"491"	"STN"
"492"	"PT"
"493"	"PT"
"494"	"STN"
"495"	"PT"
"496"	"STN"
"497"	"STN"
"498"	"STN"
"499"	"STN"
"500"	"STN"
"501"	"STN"
"502"	"STN"
"503"	"STN"
"504"	"STN"
"505"	"STN"
"506"	"STN"
"507"	"STN"
"508"	"STN"
"509"	"STN"
"510"	"PT"
"511"	"PT"
"512"	"PT"
"513"	"PT"
"514"	"PT"
"515"	"PT"
"516"	"PT"
"517"	"PT"
"518"	"PT"
"519"	"PT"
"520"	"PT"
"521"	"PT"
"522"	"PT"
